activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic
[],,0,0,儿童亲子,200,重庆,[],,1_1_622437615667,1929408860,False,0,1,0,1,悍动奇迹亲子互动魔术《米瑞克冰雪魔幻之旅》重庆站,悍动奇迹亲子互动魔术《米瑞克冰雪魔幻之旅》重庆站,60.0,60-240,240.0,[],622437615667,[],售票中,,2020.07.19 周日,3,0,,,荷苗小剧场,重庆,61035,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01OgYQ1V2GdSFbdbWOZ_!!0-item_pic.jpg
[],,0,7,展览休闲,872,上海,[],,1_1_621851617225,1923548876,False,0,1,0,0,玩偶集市VOL.2 Doll Market,玩偶集市VOL.2 Doll Market,0.0,0-10,10.0,[],621851617225,[],售票中,,2020.08.29-08.30,3,39,特色体验,,MORE MEE生活时尚购物中心,上海,2756007,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01TMYX382GdSFcqd8na_!!0-item_pic.jpg
[],,0,7,展览休闲,872,上海,[],,1_1_622090642400,1925939128,False,0,1,0,0,GAIA七月亲子主题《超级飞侠实验站》,GAIA七月亲子主题《超级飞侠实验站》,69.0,69,69.0,[],622090642400,[],售票中,,2020.07.11-07.26,3,39,特色体验,,GAIA SPACE盖亚科学探索中心,上海,1500008,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01gVZtlR2GdSFeFrMXJ_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,200,重庆,[],,1_1_621772145675,1922754160,False,0,1,0,0,文旅驻场杂技秀《魔幻之都-极限快乐SHOW》,文旅驻场杂技秀《魔幻之都-极限快乐SHOW》,80.0,80-280,280.0,[],621772145675,[],售票中,,2020.07.10-07.12,3,32,其他,,重庆国际马戏城,重庆,92969,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01vxOVJb2GdSFXI4ocy_!!2-item_pic.png
[],,0,3,话剧歌剧,1377,成都,[],,1_1_621761709042,1922649794,False,0,1,0,0,凡人喜剧脱口秀 – 开放麦,凡人喜剧脱口秀 – 开放麦,9.9,9.9-15,15.0,[],621761709042,[],售票中,,2020.07.09-07.30,3,19,话剧,,文轩书店九方店,成都,1269009,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01VDOHIu2GdSFbEuNty_!!2251059038.jpg
[],,0,2,音乐会,1580,杭州,[],,1_1_621451164507,1919544349,False,0,1,0,1,“春江花月夜”女子丝弦五重奏音乐会,“春江花月夜”女子丝弦五重奏音乐会,50.0,50-150,150.0,[],621451164507,[],售票中,,2020.07.25 周六 19:30,3,18,其他,,杭州剧院,杭州,365,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01F8K9k42GdSFeSaCBV_!!2251059038.jpg
[],,0,5,曲苑杂坛,872,上海,[],,1_1_621751153462,1922544238,False,0,1,0,1,上海沪剧院 沪剧《雷雨》 领衔主演：茅善玉,上海沪剧院 沪剧《雷雨》 领衔主演：茅善玉,99.0,99-399,399.0,[],621751153462,[],售票中,,2020.09.19 周六 19:15,3,31,戏曲,,上海大宁剧院,上海,53270,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01QVMnKg2GdSFaxNggo_!!0-item_pic.jpg
[],,0,3,话剧歌剧,906,深圳,[],,1_1_621699745351,1922030157,False,0,0,0,0,智同笑合出品|船长之夜脱口秀假日小剧场,智同笑合出品|船长之夜脱口秀假日小剧场,59.0,59-138,138.0,[],621699745351,[],售票中,,2020.07.11-08.01,3,19,话剧,,The captain船长酒吧,深圳,2693003,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01Qzph4s2GdSFcZUwZ2_!!2-item_pic.png
[],,0,7,展览休闲,1209,天津,[],,1_1_622234471243,1927377416,False,0,0,0,0,天津 I JUMP蹦床公园,天津 I JUMP蹦床公园,49.9,49.9,49.9,[],622234471243,[],售票中,,2020.07.08-08.31,3,39,特色体验,,I JUMP 蹦床公园,天津,2043001,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01D8Qvav2GdSFaJdAs3_!!2-item_pic.png
[],,0,5,曲苑杂坛,1902,潍坊,[],,1_1_622074683326,1925779537,False,0,0,0,1,【昌邑】第四届昌邑戏迷艺术节——吕剧《龙凤面》,【昌邑】第四届昌邑戏迷艺术节——吕剧《龙凤面》,60.0,60-120,120.0,[],622074683326,[],售票中,,2020.07.11 周六 19:30,3,31,戏曲,,昌邑剧院,潍坊,999008,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01AvA2Gt2GdSFdvqOM9_!!2-item_pic.png
[],,0,7,展览休闲,1209,天津,[],,1_1_621518733625,1920220040,False,0,0,0,0,水上公园水上记忆博物馆服装造型设计票,水上公园水上记忆博物馆服装造型设计票,100.0,100,100.0,[],621518733625,[],售票中,,2020.07.08-07.31,3,39,特色体验,,水上记忆博物馆,天津,2610012,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01PY8nUy2GdSFbJW7yl_!!2-item_pic.png
[],,0,3,话剧歌剧,893,广州,[],,1_1_621460473480,1919637438,False,0,0,0,0,笑果脱口秀丨广州周二国语开放麦,笑果脱口秀丨广州周二国语开放麦,19.0,19,19.0,[],621460473480,[],售票中,,2020.07.07-07.14,3,19,话剧,,未来社二楼小剧场,广州,2302004,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01TqjCiP2GdSFaKhO4M_!!2-item_pic.png
[],,0,7,展览休闲,1229,昆明,[],,1_1_621654890346,1921581607,False,0,1,0,0,《云南相册——杜天荣摄影作品展》,《云南相册——杜天荣摄影作品展》,25.0,25-38,38.0,[],621654890346,[],售票中,,2020.07.04-09.20,3,38,展会,,昆明当代美术馆,昆明,2290004,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01814moL2GdSFYMCnFs_!!0-item_pic.jpg
[],,0,0,儿童亲子,1725,大连,[],,1_1_621909323353,1924125937,False,0,0,0,1,儿童剧《熊猫和小鼹鼠垃圾分类之环保小卫士》,儿童剧《熊猫和小鼹鼠垃圾分类之环保小卫士》,60.0,60-150,150.0,[],621909323353,[],售票中,,2020.08.14-08.15,3,0,,,大连开发区大剧院,大连,53331,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01tuUKrE2GdSFbSMcrb_!!2-item_pic.png
[],,0,7,展览休闲,893,广州,[],,1_1_620962556136,1914658265,False,0,0,0,0,「开展营业中」卡奥斯狂想 西班牙艺术家奥田·圣·米格尔中国首展——色彩几何之旅,「开展营业中」卡奥斯狂想 西班牙艺术家奥田·圣·米格尔中国首展——色彩几何之旅,35.0,35-88,88.0,[],620962556136,[],售票中,,2020.07.10-10.11,3,38,展会,,广州chi K11艺术空间,广州,93035,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01ray8ix2GdSFPxLjdP_!!0-item_pic.jpg
[],,0,7,展览休闲,1038,南京,[],,1_1_621791647901,1922949183,False,0,1,0,0,梵高星空艺术馆,梵高星空艺术馆,39.9,39.9-49.9,49.9,[],621791647901,[],售票中,,2020.06.24-12.31,3,38,展会,,梵高星空艺术馆(新百旗舰店),南京,2741006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01AcBUX82GdSFY0OZPn_!!2251059038.jpg
[],,0,3,话剧歌剧,2495,石家庄,[],,1_1_620944536458,1914478068,False,0,0,0,0,精英云剧场·7月戏剧演出季,精英云剧场·7月戏剧演出季,66.0,66,66.0,[],620944536458,[],售票中,,2020.07.31 周五 19:30,3,19,话剧,,精英·云剧场,石家庄,2742006,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01ZtkC7t2GdSFXVLMHb_!!2-item_pic.png
[],,0,1,演唱会,893,广州,[],,1_1_621233401568,1917366719,False,0,0,0,0,“Young城Yeah市”嘻遊季音乐节,“Young城Yeah市”嘻遊季音乐节,328.0,328-780,780.0,[],621233401568,[],售票中,,2020.07.26 周日,3,13,其他,,珠江琶醍啤酒文化创意艺术区b区,广州,92003,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN018mClPS2GdSFcOYZYn_!!2-item_pic.png
[],,0,1,演唱会,1597,宁波,[],,1_1_621759151347,1922624217,False,0,1,0,0,[PLFD]X[GNG] pre. 服硬｜2020年在宁波的第一次回归！,[PLFD]X[GNG] pre. 服硬｜2020年在宁波的第一次回归！,60.0,60,60.0,[],621759151347,[],售票中,,2020.07.11 周六 20:30,3,13,其他,,宁波灯塔音乐现场,宁波,81615,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01K9UtO22GdSFc0YGcR_!!0-item_pic.jpg
[],,0,2,音乐会,872,上海,[],,1_1_621610531154,1921138015,False,0,0,0,0,海上雅乐·动物乐园音乐汇,海上雅乐·动物乐园音乐汇,80.0,80-630,630.0,[],621610531154,[],售票中,,2020.10.31 周六 19:45,3,18,其他,,东方艺术中心-演奏厅,上海,56853,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01x2viN92GdSFZKKO14_!!2251059038.jpg
[],,0,7,展览休闲,872,上海,[],,1_1_620707480741,1912107511,False,0,1,0,0,【周边产品】五月天 Just Rock It 2020 蓝 BLUE 桃园场限定周边 | 全国均可快递,【周边产品】五月天 Just Rock It 2020 蓝 BLUE 桃园场限定周边 | 全国均可快递,35.0,35-550,550.0,[],620707480741,[],售票中,,2020.07.01-10.24,3,39,特色体验,,虹口足球场,上海,144,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01xRW0Kb2GdSFZQeSAn_!!2-item_pic.png
[],,0,7,展览休闲,1377,成都,[],,1_1_620985957401,1914892278,False,0,1,0,0,4FUN脱口秀—周五开放麦,4FUN脱口秀—周五开放麦,19.9,19.9,19.9,[],620985957401,[],售票中,,2020.07.10-08.28,3,0,,,猫南北Bar,成都,2743005,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01GPi1HE2GdSFXxqjTz_!!2251059038.jpg
[],,0,7,展览休闲,702,长沙,[],,1_1_620591460202,1910947306,False,0,1,0,0,梵高星空艺术馆-长沙站,梵高星空艺术馆-长沙站,35.0,35-93,93.0,[],620591460202,[],售票中,,2020.06.22-12.31,3,38,展会,,长沙梵高星空艺术馆,长沙,2752006,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01T0HOEa2GdSFUF603K_!!0-item_pic.jpg
[],艺人：龚子棋,0,3,话剧歌剧,872,上海,[],艺人：龚子棋,1_1_621321047922,1918243183,False,0,0,0,1,音乐剧《如果》,音乐剧《如果》,180.0,180-580,580.0,[],621321047922,[],售票中,,2020.09.17-09.20,3,22,音乐剧,,中国大戏院,上海,236,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01QDwmkr2GdSFSnVF7h_!!2251059038.png
[],,0,2,音乐会,872,上海,[],,1_1_620403832331,1909071027,False,0,0,0,0,陆家嘴信托荣誉呈现 2020东方市民音乐会·周末版 聆听大师：柴科夫斯基——旅美钢琴博士印芝演奏《四季》,陆家嘴信托荣誉呈现 2020东方市民音乐会·周末版 聆听大师：柴科夫斯基——旅美钢琴博士印芝演奏《四季》,30.0,30-80,80.0,[],620403832331,[],售票中,,2020.08.01 周六 10:00,3,18,其他,,东方艺术中心-音乐厅,上海,56854,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01VB8IE02GdSFXCvRCz_!!2251059038.jpg
[],,0,3,话剧歌剧,872,上海,[],,1_1_620967962521,1914712329,False,0,1,0,1,阿加莎推理名剧《谋杀启事》（A Murder is Announced） 2020中文版,阿加莎推理名剧《谋杀启事》（A Murder is Announced） 2020中文版,150.0,150-380,380.0,[],620967962521,[],售票中,,2020.09.24-10.04,3,19,话剧,,黄浦剧场-中剧场,上海,61211,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01psenVe2GdSFRrtLZX_!!2251059038.jpg
[],,0,7,展览休闲,3167,呼和浩特,[],,1_1_620925054550,1914283249,False,0,1,0,0,翻滚吧鸭梨—放肆减压展,翻滚吧鸭梨—放肆减压展,9.9,9.9-39,39.0,[],620925054550,[],售票中,,2020.06.25-08.01,3,38,展会,,海亮广场,呼和浩特,1451017,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN019CAoA42GdSFXuPQbz_!!2251059038.jpg
[],,0,2,音乐会,200,重庆,[],,1_1_620342828998,1908460993,False,0,0,0,1,心木室内乐团经典电影之旅音乐会,心木室内乐团经典电影之旅音乐会,80.0,80-100,100.0,[],620342828998,[],售票中,,2020.07.11 周六 19:30,3,18,其他,,重庆国泰艺术中心云瑚音乐厅,重庆,56861,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01QkFb7k2GdSFWLIKze_!!2251059038.png
[],,0,5,曲苑杂坛,1087,苏州,[],,1_1_620337620034,1908408904,False,0,0,0,1,罗依尔的艺术脱口秀之《敦煌的美与力量》（合作）,罗依尔的艺术脱口秀之《敦煌的美与力量》（合作）,80.0,80-280,280.0,[],620337620034,[],售票中,,2020.08.08 周六 19:30,3,32,其他,,苏州文化艺术中心-大剧院,苏州,1475062,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01ssP85i2GdSFXil8AM_!!2-item_pic.png
[],,0,7,展览休闲,917,东莞,[],,1_1_621136867944,1916401383,False,0,1,0,0,东莞国政生态园,东莞国政生态园,38.0,38-53,53.0,[],621136867944,[],售票中,,2020.06.16-12.31,3,39,特色体验,,东莞寮步国政生态园,东莞,2735002,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01XYMuLL2GdSFWWPsls_!!0-item_pic.jpg
[],,0,7,展览休闲,872,上海,[],,1_1_621124279549,1916275499,False,0,1,0,0,「开展中」幻觉艺术博物馆 MOI 上海站,「开展中」幻觉艺术博物馆 MOI 上海站,54.0,54-288,288.0,[],621124279549,[],售票中,,2020.07.01-07.31,3,38,展会,,MOI幻觉艺术博物馆,上海,2142002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01SC3iIX2GdSFU0KAsE_!!2251059038.png
[],,0,7,展览休闲,872,上海,[],,1_1_620965791084,1914690614,False,0,0,0,0,暑期遛娃卡，.一卡畅游魔都!上海海昌海洋公园/环球金融中心 /野生动物园任选其一，十余个场馆畅玩,暑期遛娃卡，.一卡畅游魔都!上海海昌海洋公园/环球金融中心 /野生动物园任选其一，十余个场馆畅玩,188.0,188,188.0,[],620965791084,[],售票中,,2020.10.01-12.31,3,39,特色体验,,懒虎,上海,2735001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN017Au8252GdSFHxICdl_!!2251059038.png
[],,0,0,儿童亲子,1835,济南,[],,1_1_620028720394,1905319907,False,0,1,0,1,第十二届济南亲子剧节 《青蛙王子》,第十二届济南亲子剧节 《青蛙王子》,60.0,60-120,120.0,[],620028720394,[],售票中,,2020.07.25 周六,3,0,,,济南儿童艺术剧院宝贝剧场,济南,61293,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01quqkpC2GdSFR9BWkG_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,1580,杭州,[],,1_1_620323553584,1908268239,False,0,1,0,1,【杭州】金海岸演艺大舞台 西湖不可不游 金海岸不可不去,【杭州】金海岸演艺大舞台 西湖不可不游 金海岸不可不去,60.0,60-200,200.0,[],620323553584,[],售票中,,2020.07.07-07.31,3,32,其他,,杭州魔方剧院,杭州,1361,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01BMmP3i2GdSFVEMEtk_!!2251059038.jpg
[],,0,0,儿童亲子,1835,济南,[],,1_1_620573326318,1910765967,False,0,1,0,1,第十二届济南亲子剧节 《丑小鸭》,第十二届济南亲子剧节 《丑小鸭》,60.0,60-120,120.0,[],620573326318,[],售票中,,2020.07.18 周六,3,0,,,济南儿童艺术剧院宝贝剧场,济南,61293,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01rMpSg72GdSFVP5LIK_!!0-item_pic.jpg
[],,0,7,展览休闲,200,重庆,[],,1_1_620256453547,1907597239,False,0,1,0,0,【恐龙探索乐园·磁器口店】重返侏罗纪时代,【恐龙探索乐园·磁器口店】重返侏罗纪时代,54.0,54-135,135.0,[],620256453547,[],售票中,,2020.06.12-12.31,3,39,特色体验,,沙磁巷13~14栋,重庆,2738008,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Wlo9oM2GdSFTuiN1R_!!2251059038.jpg
[],,0,3,话剧歌剧,200,重庆,[],,1_1_620706175381,1912094457,False,0,1,0,1,开心麻花爆笑舞台剧《乌龙山伯爵》,开心麻花爆笑舞台剧《乌龙山伯爵》,100.0,100-1020,1020.0,[],620706175381,[],售票中,,2020.07.10-07.12,3,19,话剧,,重庆文化宫大剧院,重庆,998,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01vZvBrE2GdSFUSI0VK_!!2251059038.jpg
[],,0,7,展览休闲,1703,沈阳,[],,1_1_620229429049,1907326994,False,0,1,0,0,中国首届SR-ACG国际动漫嘉年华,中国首届SR-ACG国际动漫嘉年华,65.0,65-160,160.0,[],620229429049,[],售票中,,2020.10.01-10.03,3,38,展会,,辽宁工业展览馆1号厅2号厅,沈阳,2696001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01qm10Ve2GdSFZVN2RZ_!!2251059038.png
[],,0,3,话剧歌剧,872,上海,[],,1_1_620470454894,1909737252,False,0,0,0,0,阿加莎·克里斯蒂传世巨著 《无人生还》,阿加莎·克里斯蒂传世巨著 《无人生还》,280.0,280-580,580.0,[],620470454894,[],售票中,,2020.07.10-07.12,3,19,话剧,,美琪大戏院,上海,57,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Y7PzPa2GdSFPjZ877_!!2251059038.jpg
[],,0,2,音乐会,1038,南京,[],,1_1_620097825248,1906010956,False,0,0,0,1,【已售罄】纪念贝多芬诞辰250周年鞠小夫钢琴独奏音乐会,【已售罄】纪念贝多芬诞辰250周年鞠小夫钢琴独奏音乐会,80.0,80-380,380.0,[],620097825248,[],售票中,,2020.08.08 周六 19:30,3,18,其他,,江苏大剧院--音乐厅,南京,92710,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN016xIjQk2GdSFMQavN9_!!2251059038.png
[],,0,5,曲苑杂坛,1882,烟台,[],,1_1_620608883811,1911121542,False,0,0,0,1,烟台相声剧场,烟台相声剧场,68.0,68-128,128.0,[],620608883811,[],售票中,,2020.07.08-07.12,3,32,其他,,老烟台茶馆,烟台,1556005,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01mAFeXl2GdSFYl3dm0_!!2251059038.png
[],,0,2,音乐会,3250,西安,[],,1_1_620492791434,1909960618,False,0,0,0,1,2020.7.11【音乐共同体】圣彼得堡的讲台--俄罗斯作品专场音乐会,2020.7.11【音乐共同体】圣彼得堡的讲台--俄罗斯作品专场音乐会,90.0,90-380,380.0,[],620492791434,[],售票中,,2020.07.11 周六 19:30,3,18,其他,,西安音乐厅-交响大厅,西安,947,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01ElqCBL2GdSFNlCYFK_!!2251059038.png
[],,0,3,话剧歌剧,1377,成都,[],,1_1_620226098828,1907293692,False,0,1,0,1,【咖喱喜剧】“端午节专场”温情爆笑喜剧《不过人间一碗烟火》,【咖喱喜剧】“端午节专场”温情爆笑喜剧《不过人间一碗烟火》,80.0,80-260,260.0,[],620226098828,[],售票中,,2020.07.09-07.23,3,19,话剧,,咖喱小剧院,成都,1611006,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01p361Sp2GdSFV2odn2_!!2-item_pic.png
[],,0,5,曲苑杂坛,1087,苏州,[],,1_1_619992038099,1904953084,False,0,1,0,0,琵琶语评弹,琵琶语评弹,38.0,38,38.0,[],619992038099,[],售票中,,2020.07.07-07.31,3,31,戏曲,,琵琶语评弹艺术馆,苏州,2715011,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01K0oVBJ2GdSFQcg2v2_!!2251059038.jpg
[],艺人：刘令飞,0,1,演唱会,852,北京,[],艺人：刘令飞,1_1_619320208423,1898234788,False,0,1,0,0,刘令飞Wild Way 野路子音乐会,刘令飞Wild Way 野路子音乐会,18.0,18,18.0,[],619320208423,[],售票中,,2020.06.11-09.10,3,13,其他,,平行麦现场,北京,2707003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01E04n7U2GdSFOLUesH_!!2251059038.jpg
[],,0,7,展览休闲,702,长沙,[],,1_1_620140747602,1906440180,False,0,1,0,0,分层与合成：中国当代摄影的两个动作及其实践,分层与合成：中国当代摄影的两个动作及其实践,68.0,68-200,200.0,[],620140747602,[],售票中,,2020.06.04-08.30,3,38,展会,,谢子龙影像艺术馆,长沙,92691,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01ABMSxL2GdSFIO5SNO_!!2251059038.png
[],,0,7,展览休闲,1377,成都,[],,1_1_620078191713,1905814621,False,0,1,0,0,谷丽莎个人实体唱片——唯美浪漫小提琴《风与海》（附精美画册）,谷丽莎个人实体唱片——唯美浪漫小提琴《风与海》（附精美画册）,60.0,60,60.0,[],620078191713,[],售票中,,2020.06.03-12.31,3,39,特色体验,,大麦网成都站,成都,55327,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01KJWxgY2GdSFMuc43Z_!!2-item_pic.png
[],,0,7,展览休闲,1209,天津,[],,1_1_620018623729,1905218941,False,0,0,0,0,金三农农场,金三农农场,20.0,20,20.0,[],620018623729,[],售票中,,2020.07.11-08.30,3,39,特色体验,,金三农农场,天津,2693001,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01L4x3QV2GdSFKW5hM8_!!2-item_pic.png
[],,0,7,展览休闲,1209,天津,[],,1_1_620004239741,1905075101,False,0,0,0,0,稻香公园,稻香公园,30.0,30,30.0,[],620004239741,[],售票中,,2020.07.07-08.30,3,39,特色体验,,稻香公园,天津,2711002,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01zwOO2C2GdSFJO0gnm_!!2-item_pic.png
[],,0,7,展览休闲,1377,成都,[],,1_1_619859311410,1903625818,False,0,1,0,0,创艺生音乐制作,创艺生音乐制作,220.0,220-1200,1200.0,[],619859311410,[],售票中,,2020.06.01-12.31,3,39,特色体验,,创艺生音乐基地,成都,2728008,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01KL62112GdSFJ83sPc_!!2251059038.jpg
[],,0,7,展览休闲,1209,天津,[],,1_1_618974404205,1894776746,False,0,0,0,0,天津张园门票,天津张园门票,20.0,20,20.0,[],618974404205,[],售票中,,2020.07.08-08.31,3,38,展会,,张园,天津,55247,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01rtiDgh2GdSFFrSXmG_!!2-item_pic.png
"[{'id': 189747, 'name': '优惠'}]",,0,3,话剧歌剧,3250,西安,[],,1_1_619498642902,1900019133,False,0,0,0,1,2020.10.29-11.1【第三届西安国际舞蹈节】特邀单元舞剧《永不消逝的电波》,2020.10.29-11.1【第三届西安国际舞蹈节】特邀单元舞剧《永不消逝的电波》,180.0,180-680,680.0,[],619498642902,[],售票中,,2020.10.29-11.01,3,22,音乐剧,,陕西大剧院-歌剧厅,西安,91833,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01mIUW4Z2GdSFDrLsxg_!!2251059038.png
[],艺人：金圣权,0,3,话剧歌剧,872,上海,[],艺人：金圣权,1_1_619631851191,1901351215,False,0,1,0,1,音乐剧《帅小伙的蔬果店》,音乐剧《帅小伙的蔬果店》,100.0,100-380,380.0,[],619631851191,[],售票中,,2020.07.10-07.12,3,22,音乐剧,,中国大戏院,上海,236,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01rYPknf2GdSFCZxAEJ_!!2251059038.jpg
[],,0,0,儿童亲子,1643,绍兴,[],,1_1_619247979244,1897512496,False,0,0,0,1,宫崎骏经典•暖心成长音乐剧《魔女宅急便》,宫崎骏经典•暖心成长音乐剧《魔女宅急便》,100.0,100-480,480.0,[],619247979244,[],售票中,,2020.11.28 周六,3,0,,,绍兴大剧院,绍兴,52990,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN013gj1cq2GdSEm0xXSZ_!!2251059038.png
[],,0,5,曲苑杂坛,1377,成都,[],,1_1_618720233660,1892235040,False,0,1,0,0,《联华梨园社·春熙剧场》—川戏清口特色川剧变脸秀,《联华梨园社·春熙剧场》—川戏清口特色川剧变脸秀,78.0,78-128,128.0,[],618720233660,[],售票中,,2020.05.22-2021.01.31,3,32,其他,,联华梨园社(春熙剧场),成都,849011,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01UWbTFS2GdSFXabYT5_!!2251059038.png
[],,0,7,展览休闲,702,长沙,[],,1_1_618191724805,1886949952,False,0,1,0,0,「开展营业中」《丝路宝藏》从地中海到中国·平山郁夫丝绸之路美术馆藏文物展,「开展营业中」《丝路宝藏》从地中海到中国·平山郁夫丝绸之路美术馆藏文物展,34.0,34-198,198.0,[],618191724805,[],售票中,,2020.06.13-10.08,3,38,展会,,长沙博物馆,长沙,91771,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01MPN29V2GdSFGqIcG2_!!2251059038.jpg
[],,0,7,展览休闲,1052,无锡,[],,1_1_618312825476,1888160958,False,0,1,0,0,和光同尘艺术馆,和光同尘艺术馆,80.0,80,80.0,[],618312825476,[],售票中,,2020.05.20-09.01,3,38,展会,,和光同尘艺术馆,无锡,2732001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01VjoaP02GdSFBp10BP_!!2251059038.jpg
[],,0,7,展览休闲,372,厦门,[],,1_1_617939609721,1884428801,False,0,0,0,0,红点年享会员 Annual Membership,红点年享会员 Annual Membership,198.0,198-298,298.0,[],617939609721,[],售票中,,2020.05.05-12.31,3,38,展会,,红点设计博物馆,厦门,2657001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01CD55nG2GdSF1rxV5n_!!2-item_pic.png
[],,0,3,话剧歌剧,872,上海,[],,1_1_618325975734,1888292461,False,0,0,0,1,陈薪伊艺术中心出品 全女班《奥赛罗》,陈薪伊艺术中心出品 全女班《奥赛罗》,80.0,80-880,880.0,[],618325975734,[],售票中,,2020.07.09-07.12,3,19,话剧,,人民大舞台,上海,53053,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01WQS8qa2GdSF3wB6kn_!!2251059038.png
